package_name,version_x,version_y,version,summary_x,license_x,metadata_source_x,summary_y,license_y,metadata_source_y,download_count
azure-mgmt-servicefabricmanagedclusters,,,,,,,,,,2376230.0
mergedeep,,,,,,,,,,2371346.0
python-swiftclient,,,,,,,,,,2367000.0
hiredis,,,,,,,,,,2352403.0
python3-openid,,,,,,,,,,2342340.0
injector,,,,,,,,,,2339372.0
apache-airflow-providers-sqlite,,,,,,,,,,2335347.0
sqlalchemy-redshift,,,,,,,,,,2323298.0
apache-airflow-providers-imap,,,,,,,,,,2318952.0
addict,,,,,,,,,,2308650.0
rich-argparse,,,,,,,,,,2299111.0
pdfminer-six,,,,,,,,,,2297612.0
prison,,,,,,,,,,2287108.0
pgpy,,,,,,,,,,2281484.0
ansible-core,,,,,,,,,,2274531.0
cramjam,,,,,,,,,,2263819.0
pypika,,,,,,,,,,2263361.0
ruff,,,,,,,,,,2255905.0
pathvalidate,,,,,,,,,,2254086.0
pymsteams,,,,,,,,,,2254053.0
sasl,,,,,,,,,,2228241.0
apache-airflow-providers-ftp,,,,,,,,,,2214844.0
twilio,,,,,,,,,,2201436.0
factory-boy,,,,,,,,,,2196367.0
azureml-mlflow,,,,,,,,,,2194201.0
pyhocon,,,,,,,,,,2181998.0
sqlalchemy-jsonfield,,,,,,,,,,2175734.0
jschema-to-python,,,,,,,,,,2172676.0
sarif-om,,,,,,,,,,2170558.0
h3,,,,,,,,,,2160073.0
looker-sdk,,,,,,,,,,2158092.0
tableauserverclient,,,,,,,,,,2154781.0
parse-type,,,,,,,,,,2153156.0
backports-functools-lru-cache,,,,,,,,,,2137793.0
google-cloud-datacatalog,,,,,,,,,,2129636.0
service-identity,,,,,,,,,,2125138.0
cloudevents,,,,,,,,,,2121830.0
apache-airflow-providers-databricks,,,,,,,,,,2113311.0
logging-azure-rest,,,,,,,,,,2109828.0
elastic-transport,,,,,,,,,,2098004.0
mkdocs-material,,,,,,,,,,2093147.0
scapy,,,,,,,,,,2087538.0
singledispatch,,,,,,,,,,2082250.0
types-redis,,,,,,,,,,2080736.0
azure-devops,,,,,,,,,,2080155.0
types-python-dateutil,,,,,,,,,,2075549.0
gradio-client,,,,,,,,,,2075084.0
tensorboardx,,,,,,,,,,2069726.0
voluptuous,,,,,,,,,,2056987.0
diskcache,,,,,,,,,,2041354.0
cfn-flip,,,,,,,,,,2036690.0
pyrfc3339,,,,,,,,,,2025632.0
ffmpy,,,,,,,,,,2020388.0
google-cloud-container,,,,,,,,,,2014151.0
thrift-sasl,,,,,,,,,,1999516.0
sentence-transformers,,,,,,,,,,1994421.0
findspark,,,,,,,,,,1986673.0
clickclick,,,,,,,,,,1981444.0
schedule,,,,,,,,,,1981110.0
newrelic,,,,,,,,,,1972891.0
cartoframes,,,,,,,,,,1971435.0
gcloud,,,,,,,,,,1969462.0
types-protobuf,,,,,,,,,,1969178.0
kazoo,,,,,,,,,,1969029.0
dynamodb-json,,,,,,,,,,1967227.0
carto,,,,,,,,,,1966655.0
pyrestcli,,,,,,,,,,1963221.0
google-cloud-tasks,,,,,,,,,,1953424.0
lunarcalendar,,,,,,,,,,1944714.0
functions-framework,,,,,,,,,,1943236.0
pyudev,,,,,,,,,,1940309.0
enum-compat,,,,,,,,,,1926646.0
idna-ssl,,,,,,,,,,1924727.0
azure-mgmt-deploymentmanager,,,,,,,,,,1916424.0
azure-kusto-ingest,,,,,,,,,,1911234.0
betterproto,,,,,,,,,,1908503.0
google-ads,,,,,,,,,,1907054.0
apache-airflow-providers-google,,,,,,,,,,1904382.0
filterpy,,,,,,,,,,1900291.0
webdriver-manager,,,,,,,,,,1887160.0
salesforce-bulk,,,,,,,,,,1881731.0
sgmllib3k,,,,,,,,,,1872854.0
openapi-schema-validator,,,,,,,,,,1871395.0
pyee,,,,,,,,,,1867107.0
google-cloud-build,,,,,,,,,,1863977.0
backports-weakref,,,,,,,,,,1855526.0
yacs,,,,,,,,,,1846842.0
ipdb,,,,,,,,,,1844899.0
pytest-django,,,,,,,,,,1844696.0
apache-airflow-providers-snowflake,,,,,,,,,,1833978.0
azure,,,,,,,,,,1815457.0
foundationdb,,,,,,,,,,1809785.0
toposort,,,,,,,,,,1785897.0
bottle,,,,,,,,,,1781997.0
timezonefinder,,,,,,,,,,1781200.0
pdpyras,,,,,,,,,,1780825.0
python-jenkins,,,,,,,,,,1776891.0
streamlit,,,,,,,,,,1776719.0
curlify,,,,,,,,,,1773347.0
sphinxcontrib-jquery,,,,,,,,,,1768757.0
ultralytics,,,,,,,,,,1761124.0
polling,,,,,,,,,,1758074.0
aioconsole,,,,,,,,,,1752823.0
influxdb,,,,,,,,,,1750006.0
lru-dict,,,,,,,,,,1749960.0
dynaconf,,,,,,,,,,1746439.0
trino,,,,,,,,,,1745466.0
apache-airflow-providers-cncf-kubernetes,,,,,,,,,,1744432.0
multi-key-dict,,,,,,,,,,1742934.0
dash,,,,,,,,,,1742096.0
tiktoken,,,,,,,,,,1737046.0
tokenize-rt,,,,,,,,,,1735242.0
mysql-connector,,,,,,,,,,1731549.0
google-cloud-bigquery-datatransfer,,,,,,,,,,1727856.0
opentelemetry-util-http,,,,,,,,,,1726782.0
redis-py-cluster,,,,,,,,,,1725762.0
pycares,,,,,,,,,,1724025.0
azure-mgmt-subscription,,,,,,,,,,1719027.0
koalas,,,,,,,,,,1714635.0
flatten-json,,,,,,,,,,1712611.0
gql,,,,,,,,,,1708461.0
jaraco-functools,,,,,,,,,,1707150.0
marshmallow-oneofschema,,,,,,,,,,1692381.0
strict-rfc3339,,,,,,,,,,1691809.0
azure-storage,,,,,,,,,,1667718.0
pystan,,,,,,,,,,1662874.0
apache-airflow-providers-ssh,,,,,,,,,,1657668.0
docker-compose,,,,,,,,,,1651985.0
pytest-localserver,,,,,,,,,,1649979.0
python-consul,,,,,,,,,,1649900.0
aiodns,,,,,,,,,,1644005.0
fakeredis,,,,,,,,,,1641594.0
oslo-utils,,,,,,,,,,1640862.0
db-contrib-tool,,,,,,,,,,1636205.0
analytics-python,,,,,,,,,,1633246.0
pkgconfig,,,,,,,,,,1631823.0
simplegeneric,,,,,,,,,,1620475.0
aws-lambda-powertools,,,,,,,,,,1616889.0
cheroot,,,,,,,,,,1616706.0
kaleido,,,,,,,,,,1606486.0
backports-tempfile,,,,,,,,,,1603978.0
azureml-dataset-runtime,,,,,,,,,,1595208.0
jsii,,,,,,,,,,1580746.0
s3cmd,,,,,,,,,,1579454.0
fake-useragent,,,,,,,,,,1570324.0
dbt-snowflake,,,,,,,,,,1568034.0
requests-aws-sign,,,,,,,,,,1565295.0
qrcode,,,,,,,,,,1563142.0
google-cloud-redis,,,,,,,,,,1561950.0
django-redis,,,,,,,,,,1560292.0
flask-openid,,,,,,,,,,1556274.0
oslo-config,,,,,,,,,,1552830.0
yq,,,,,,,,,,1551284.0
yappi,,,,,,,,,,1549816.0
dbt-postgres,,,,,,,,,,1547333.0
google-cloud-compute,,,,,,,,,,1537193.0
debtcollector,,,,,,,,,,1534105.0
jsonlines,,,,,,,,,,1532724.0
diff-cover,,,,,,,,,,1531968.0
pyxlsb,,,,,,,,,,1529727.0
tablib,,,,,,,,,,1529712.0
ciso8601,,,,,,,,,,1526744.0
acryl-datahub,,,,,,,,,,1525947.0
pylev,,,,,,,,,,1525062.0
tld,,,,,,,,,,1513826.0
oslo-i18n,,,,,,,,,,1513402.0
jsonmerge,,,,,,,,,,1506039.0
flower,,,,,,,,,,1504053.0
python-pptx,,,,,,,,,,1497534.0
oslo-serialization,,,,,,,,,,1495874.0
whitenoise,,,,,,,,,,1491702.0
python-nvd3,,,,,,,,,,1484559.0
setuptools-rust,,,,,,,,,,1484312.0
psycopg,,,,,,,,,,1479782.0
azure-mgmt-logic,,,,,,,,,,1478055.0
pygeohash,,,,,,,,,,1476253.0
azure-mgmt,,,,,,,,,,1467851.0
mkdocs,,,,,,,,,,1467347.0
coralogix-logger,,,,,,,,,,1466675.0
atlassian-python-api,,,,,,,,,,1465931.0
dockerpty,,,,,,,,,,1463118.0
eventlet,,,,,,,,,,1454218.0
facebook-business,,,,,,,,,,1451935.0
tableauhyperapi,,,,,,,,,,1447743.0
bracex,,,,,,,,,,1447488.0
timeout-decorator,,,,,,,,,,1447024.0
flake8-bugbear,,,,,,,,,,1446422.0
logutils,,,,,,,,,,1446037.0
google-cloud-workflows,,,,,,,,,,1445907.0
elementpath,,,,,,,,,,1445844.0
robotframework,,,,,,,,,,1444390.0
azureml-dataprep,,,,,,,,,,1441767.0
riot,,,,,,,,,,1438123.0
diffusers,,,,,,,,,,1431399.0
iopath,,,,,,,,,,1431245.0
azure-servicefabric,,,,,,,,,,1426865.0
azure-mgmt-notificationhubs,,,,,,,,,,1422329.0
geomet,,,,,,,,,,1422056.0
zc-lockfile,,,,,,,,,,1420595.0
telethon,,,,,,,,,,1416948.0
realesrgan,,,,,,,,,,1415698.0
python-box,,,,,,,,,,1415323.0
smbprotocol,,,,,,,,,,1414862.0
azure-mgmt-scheduler,,,,,,,,,,1410900.0
dash-core-components,,,,,,,,,,1410893.0
pmdarima,,,,,,,,,,1408023.0
dash-html-components,,,,,,,,,,1403918.0
googlemaps,,,,,,,,,,1403189.0
dash-table,,,,,,,,,,1401772.0
requests-unixsocket,,,,,,,,,,1394546.0
user-agent,,,,,,,,,,1394256.0
google-re2,,,,,,,,,,1392567.0
pyhamcrest,,,,,,,,,,1390958.0
pygsheets,,,,,,,,,,1390502.0
azure-servicemanagement-legacy,,,,,,,,,,1389638.0
types-toml,,,,,,,,,,1388809.0
rx,,,,,,,,,,1387006.0
comtypes,,,,,,,,,,1382663.0
graphene,,,,,,,,,,1380831.0
types-pyopenssl,,,,,,,,,,1379948.0
azure-mgmt-commerce,,,,,,,,,,1373417.0
azure-mgmt-powerbiembedded,,,,,,,,,,1372716.0
jproperties,,,,,,,,,,1370902.0
azure-mgmt-managementpartner,,,,,,,,,,1369631.0
azure-mgmt-hanaonazure,,,,,,,,,,1369107.0
azure-mgmt-machinelearningcompute,,,,,,,,,,1368790.0
clickhouse-driver,,,,,,,,,,1365892.0
requests-futures,,,,,,,,,,1362321.0
publication,,,,,,,,,,1352079.0
gtts,,,,,,,,,,1348430.0
concurrent-log-handler,,,,,,,,,,1344027.0
rdflib,,,,,,,,,,1340056.0
azure-mgmt-devspaces,,,,,,,,,,1337662.0
sshpubkeys,,,,,,,,,,1335792.0
jsonschema-spec,,,,,,,,,,1326054.0
requests-sigv4,,,,,,,,,,1319697.0
html2text,,,,,,,,,,1315097.0
cerberus-python-client,,,,,,,,,,1312856.0
sphinx-autodoc-typehints,,,,,,,,,,1312346.0
ghp-import,,,,,,,,,,1311727.0
apache-airflow-providers-slack,,,,,,,,,,1311636.0
atlassian-jwt-auth,,,,,,,,,,1309963.0
azure-applicationinsights,,,,,,,,,,1309528.0
pytest-env,,,,,,,,,,1309052.0
pyelftools,,,,,,,,,,1307505.0
sqlalchemy-bigquery,,,,,,,,,,1307109.0
pipx,,,,,,,,,,1305435.0
pymdown-extensions,,,,,,,,,,1304846.0
requests-auth-aws-sigv4,,,,,,,,,,1304534.0
pydeck,,,,,,,,,,1301658.0
pywin32-ctypes,,,,,,,,,,1300154.0
azureml-contrib-services,,,,,,,,,,1299871.0
somnium,,,,,,,,,,1297403.0
pyyaml-env-tag,,,,,,,,,,1293241.0
azureml-designer-serving,,,,,,,,,,1292016.0
hydra-core,,,,,,,,,,1282689.0
collections-extended,,,,,,,,,,1280935.0
aioredis,,,,,,,,,,1280555.0
flask-restful,,,,,,,,,,1280115.0
zthreading,,,,,,,,,,1279913.0
aiohttp-retry,,,,,,,,,,1279829.0
pure-sasl,,,,,,,,,,1279317.0
pyaes,,,,,,,,,,1278897.0
boto3-type-annotations,,,,,,,,,,1269362.0
xmlschema,,,,,,,,,,1269064.0
pyinstaller-hooks-contrib,,,,,,,,,,1249835.0
flask-compress,,,,,,,,,,1243912.0
immutables,,,,,,,,,,1242875.0
appnope,,,,,,,,,,1241626.0
djangorestframework-simplejwt,,,,,,,,,,1241409.0
uwsgi,,,,,,,,,,1235394.0
openapi-schema-pydantic,,,,,,,,,,1231634.0
wcmatch,,,,,,,,,,1231141.0
evergreen-py,,,,,,,,,,1230872.0
graphql-relay,,,,,,,,,,1229944.0
azureml-sdk,,,,,,,,,,1229635.0
facexlib,,,,,,,,,,1227589.0
cachy,,,,,,,,,,1221960.0
django-environ,,,,,,,,,,1219695.0
xformers,,,,,,,,,,1215653.0
flask-admin,,,,,,,,,,1206698.0
pyinstaller,,,,,,,,,,1206057.0
paho-mqtt,,,,,,,,,,1205907.0
jwcrypto,,,,,,,,,,1204271.0
pypiwin32,,,,,,,,,,1203913.0
click-option-group,,,,,,,,,,1203160.0
junitparser,,,,,,,,,,1202818.0
jsonref,,,,,,,,,,1201943.0
basicsr,,,,,,,,,,1200708.0
minio,,,,,,,,,,1199620.0
python-decouple,,,,,,,,,,1197005.0
opentelemetry-instrumentation-asgi,,,,,,,,,,1191386.0
appium-python-client,,,,,,,,,,1190464.0
datasketch,,,,,,,,,,1186019.0
readchar,,,,,,,,,,1178164.0
clean-fid,,,,,,,,,,1169518.0
piexif,,,,,,,,,,1167550.0
pipdeptree,,,,,,,,,,1166245.0
pypng,,,,,,,,,,1165741.0
flask-bcrypt,,,,,,,,,,1163175.0
lpips,,,,,,,,,,1163159.0
imagehash,,,,,,,,,,1161931.0
cloud-sql-python-connector,,,,,,,,,,1160891.0
dictdiffer,,,,,,,,,,1157969.0
google-cloud-dataproc-metastore,,,,,,,,,,1154620.0
construct,,,,,,,,,,1152312.0
google-cloud-os-login,,,,,,,,,,1151185.0
bitstring,,,,,,,,,,1151124.0
google-cloud-orchestration-airflow,,,,,,,,,,1148989.0
google-cloud-dataplex,,,,,,,,,,1148905.0
google-cloud-memcache,,,,,,,,,,1148717.0
torchdiffeq,,,,,,,,,,1143120.0
cloudformation-cli,,,,,,,,,,1138925.0
transform-tools,,,,,,,,,,1136829.0
python-crontab,,,,,,,,,,1136258.0
pylint-plugin-utils,,,,,,,,,,1135358.0
zope-deprecation,,,,,,,,,,1133261.0
cloudformation-cli-java-plugin,,,,,,,,,,1131774.0
plumbum,,,,,,,,,,1131020.0
mypy-boto3-dynamodb,,,,,,,,,,1128718.0
vcrpy,,,,,,,,,,1125959.0
torchsde,,,,,,,,,,1121502.0
userpath,,,,,,,,,,1121045.0
click-default-group,,,,,,,,,,1120642.0
presto-python-client,,,,,,,,,,1118180.0
raven,,,,,,,,,,1115656.0
apache-airflow-providers-postgres,,,,,,,,,,1115310.0
faiss-cpu,,,,,,,,,,1114438.0
ntlm-auth,,,,,,,,,,1112704.0
aioboto3,,,,,,,,,,1108689.0
webrtcvad-wheels,,,,,,,,,,1107557.0
trampoline,,,,,,,,,,1104795.0
cassandra-driver,,,,,,,,,,1103418.0
pkce,,,,,,,,,,1101431.0
resize-right,,,,,,,,,,1100758.0
playwright,,,,,,,,,,1099879.0
backports-cached-property,,,,,,,,,,1099346.0
pep8-naming,,,,,,,,,,1096057.0
mongoengine,,,,,,,,,,1092728.0
python-crfsuite,,,,,,,,,,1089864.0
types-six,,,,,,,,,,1089262.0
chevron,,,,,,,,,,1085689.0
inject,,,,,,,,,,1079395.0
dohq-artifactory,,,,,,,,,,1076064.0
face,,,,,,,,,,1074069.0
glom,,,,,,,,,,1073599.0
dotnetcore2,,,,,,,,,,1072320.0
json-log-formatter,,,,,,,,,,1068719.0
json-merge-patch,,,,,,,,,,1068546.0
azure-storage-nspkg,,,,,,,,,,1066841.0
azureml-dataprep-rslex,,,,,,,,,,1064751.0
zeroconf,,,,,,,,,,1064527.0
dicttoxml,,,,,,,,,,1063549.0
mypy-protobuf,,,,,,,,,,1062795.0
contextvars,,,,,,,,,,1061911.0
supervisor,,,,,,,,,,1059337.0
checksumdir,,,,,,,,,,1056838.0
pulp,,,,,,,,,,1052186.0
simpleeval,,,,,,,,,,1051696.0
eth-hash,,,,,,,,,,1051448.0
svglib,,,,,,,,,,1051010.0
altgraph,,,,,,,,,,1049137.0
tempora,,,,,,,,,,1049096.0
pygit2,,,,,,,,,,1044701.0
geventhttpclient,,,,,,,,,,1043056.0
django-timezone-field,,,,,,,,,,1039671.0
yt-dlp,,,,,,,,,,1038610.0
nested-lookup,,,,,,,,,,1035632.0
ffmpeg-python,,,,,,,,,,1034323.0
grpcio-gcp,,,,,,,,,,1033502.0
eth-utils,,,,,,,,,,1031492.0
yeelight,,,,,,,,,,1031393.0
pyvmomi,,,,,,,,,,1030347.0
asyncssh,,,,,,,,,,1028194.0
pytest-random-order,,,,,,,,,,1027466.0
ifaddr,,,,,,,,,,1025088.0
ndjson,,,,,,,,,,1014632.0
shellescape,,,,,,,,,,1012755.0
ec2-metadata,,,,,,,,,,1011523.0
url-normalize,,,,,,,,,,1010559.0
c7n,,,,,,,,,,1007084.0
flask-migrate,,,,,,,,,,1006649.0
gfpgan,,,,,,,,,,1004761.0
naked,,,,,,,,,,996285.0
google-cloud-trace,,,,,,,,,,994080.0
myst-parser,,,,,,,,,,993129.0
sseclient-py,,,,,,,,,,993082.0
pyphen,,,,,,,,,,991136.0
click-log,,,,,,,,,,990870.0
pyzstd,,,,,,,,,,990527.0
ansible-lint,,,,,,,,,,987137.0
googleads,,,,,,,,,,985720.0
frictionless,,,,,,,,,,980859.0
opentelemetry-instrumentation-wsgi,,,,,,,,,,978801.0
autoflake,,,,,,,,,,977395.0
pyppeteer,,,,,,,,,,976776.0
swagger-ui-bundle,,,,,,,,,,976707.0
fvcore,,,,,,,,,,972857.0
psycopg-binary,,,,,,,,,,970449.0
opentelemetry-distro,,,,,,,,,,968362.0
pydevd,,,,,,,,,,966554.0
behave,,,,,,,,,,966463.0
blendmodes,,,,,,,,,,964885.0
subprocess32,,,,,,,,,,964404.0
pandas-stubs,,,,,,,,,,962802.0
apache-airflow-providers-mysql,,,,,,,,,,961789.0
jaraco-collections,,,,,,,,,,959509.0
yamale,,,,,,,,,,958449.0
locust,,,,,,,,,,957023.0
pathable,,,,,,,,,,953100.0
dj-database-url,,,,,,,,,,950723.0
zigpy,,,,,,,,,,950665.0
hatch-fancy-pypi-readme,,,,,,,,,,948177.0
pynut3,,,,,,,,,,947312.0
pywinauto,,,,,,,,,,943305.0
autopage,,,,,,,,,,941784.0
opsgenie-sdk,,,,,,,,,,940559.0
jaraco-context,,,,,,,,,,938659.0
peewee,,,,,,,,,,936782.0
pymemcache,,,,,,,,,,936707.0
mediapipe,,,,,,,,,,924263.0
fpdf,,,,,,,,,,922384.0
autobahn,,,,,,,,,,921532.0
jaraco-text,,,,,,,,,,921345.0
xmlsec,,,,,,,,,,921125.0
watchgod,,,,,,,,,,919576.0
pyqt5,,,,,,,,,,919463.0
pyquaternion,,,,,,,,,,916201.0
cchardet,,,,,,,,,,914262.0
types-dataclasses,,,,,,,,,,914209.0
django-celery-beat,,,,,,,,,,914162.0
mixpanel,,,,,,,,,,913111.0
wexpect,,,,,,,,,,912974.0
azureml-train-automl-client,,,,,,,,,,912616.0
azureml-dataprep-native,,,,,,,,,,911934.0
boxsdk,,,,,,,,,,911687.0
allure-python-commons,,,,,,,,,,910147.0
mypy-boto3-sqs,,,,,,,,,,907634.0
opentelemetry-instrumentation-fastapi,,,,,,,,,,905562.0
linecache2,,,,,,,,,,905334.0
dirac,,,,,,,,,,904171.0
dvclive,,,,,,,,,,901299.0
opentelemetry-instrumentation-logging,,,,,,,,,,899316.0
pylint-django,,,,,,,,,,898739.0
c7n-org,,,,,,,,,,896539.0
asana,,,,,,,,,,895113.0
pytest-repeat,,,,,,,,,,894628.0
requests-cache,,,,,,,,,,894353.0
spark-sklearn,,,,,,,,,,891917.0
jsonpath-rw,,,,,,,,,,891847.0
flaky,,,,,,,,,,888539.0
sql-metadata,,,,,,,,,,885529.0
pyppmd,,,,,,,,,,885517.0
hnswlib,,,,,,,,,,885254.0
dbutils,,,,,,,,,,883821.0
autocommand,,,,,,,,,,880855.0
py7zr,,,,,,,,,,879875.0
pamqp,,,,,,,,,,879033.0
multivolumefile,,,,,,,,,,876805.0
sqlfluff,,,,,,,,,,876379.0
dbt-redshift,,,,,,,,,,875120.0
genson,,,,,,,,,,875022.0
num2words,,,,,,,,,,875012.0
azureml-pipeline,,,,,,,,,,874743.0
testfixtures,,,,,,,,,,874395.0
pybcj,,,,,,,,,,873220.0
modin,,,,,,,,,,873101.0
j2cli,,,,,,,,,,872390.0
bitsandbytes,,,,,,,,,,872245.0
deepmerge,,,,,,,,,,871453.0
python3-saml,,,,,,,,,,869820.0
drf-spectacular,,,,,,,,,,866927.0
gitdb2,,,,,,,,,,866471.0
nox,,,,,,,,,,865390.0
apache-sedona,,,,,,,,,,864598.0
neo4j,,,,,,,,,,862495.0
weasyprint,,,,,,,,,,858848.0
hexbytes,,,,,,,,,,854714.0
databricks-connect,,,,,,,,,,854434.0
inquirer,,,,,,,,,,853564.0
click-man,,,,,,,,,,852507.0
hatch-vcs,,,,,,,,,,850261.0
web3,,,,,,,,,,848837.0
marko,,,,,,,,,,847456.0
pyre-extensions,,,,,,,,,,845776.0
azure-functions,,,,,,,,,,843831.0
backports-csv,,,,,,,,,,842326.0
django-simple-history,,,,,,,,,,841101.0
teradatasql,,,,,,,,,,840445.0
pygobject,,,,,,,,,,840321.0
pyformance,,,,,,,,,,839542.0
mkdocs-material-extensions,,,,,,,,,,838088.0
mutagen,,,,,,,,,,834163.0
sacrebleu,,,,,,,,,,833404.0
fluent-logger,,,,,,,,,,830067.0
blessings,,,,,,,,,,829447.0
eth-typing,,,,,,,,,,829339.0
pyfiglet,,,,,,,,,,828685.0
opencensus-ext-logging,,,,,,,,,,828025.0
testcontainers,,,,,,,,,,827617.0
fusepy,,,,,,,,,,826460.0
azureml-telemetry,,,,,,,,,,826134.0
pyusb,,,,,,,,,,826058.0
mypy-boto3-ec2,,,,,,,,,,825327.0
cloudpathlib,,,,,,,,,,824276.0
opentelemetry-instrumentation-dbapi,,,,,,,,,,823280.0
flask-basicauth,,,,,,,,,,822180.0
azureml-train-core,,,,,,,,,,821365.0
quinn,,,,,,,,,,821324.0
dependency-injector,,,,,,,,,,820502.0
unittest2,,,,,,,,,,819569.0
mypy-boto3-secretsmanager,,,,,,,,,,818814.0
universal-pathlib,,,,,,,,,,818644.0
backports-ssl-match-hostname,,,,,,,,,,818375.0
beautifulsoup,,,,,,,,,,818280.0
mypy-boto3-glue,,,,,,,,,,817587.0
flake8-docstrings,,,,,,,,,,817576.0
dateformat,,,,,,,,,,817565.0
tomesd,,,,,,,,,,816368.0
mypy-boto3-lambda,,,,,,,,,,816200.0
datacompy,,,,,,,,,,815748.0
commentjson,,,,,,,,,,815054.0
pint,,,,,,,,,,814370.0
sentinels,,,,,,,,,,814236.0
mongomock,,,,,,,,,,811278.0
pprintpp,,,,,,,,,,808478.0
py-partiql-parser,,,,,,,,,,808288.0
packageurl-python,,,,,,,,,,807401.0
bump2version,,,,,,,,,,805994.0
pydeprecate,,,,,,,,,,805938.0
pymupdf,,,,,,,,,,802194.0
google-cloud-speech,,,,,,,,,,799717.0
tdqm,,,,,,,,,,798086.0
apache-airflow-providers-sftp,,,,,,,,,,795243.0
functools32,,,,,,,,,,795079.0
pyxb,,,,,,,,,,791477.0
crypto,,,,,,,,,,790341.0
oracledb,,,,,,,,,,789046.0
ezfnsetup,,,,,,,,,,788823.0
aws-sam-cli,,,,,,,,,,787729.0
eth-abi,,,,,,,,,,785973.0
types-cryptography,,,,,,,,,,784834.0
robotframework-requests,,,,,,,,,,783120.0
aws-cdk-asset-awscli-v1,,,,,,,,,,783056.0
pytest-custom-exit-code,,,,,,,,,,781950.0
opentelemetry-instrumentation-requests,,,,,,,,,,774980.0
eth-account,,,,,,,,,,773943.0
python-miio,,,,,,,,,,772966.0
opentelemetry-instrumentation-grpc,,,,,,,,,,768078.0
allure-pytest,,,,,,,,,,766052.0
dparse,,,,,,,,,,765912.0
django-appconf,,,,,,,,,,765600.0
zipfile38,,,,,,,,,,765549.0
dbx,,,,,,,,,,764268.0
adlfs,,,,,,,,,,764051.0
questionary,,,,,,,,,,758416.0
av,,,,,,,,,,758173.0
google-cloud-dataform,,,,,,,,,,758020.0
flask-swagger,,,,,,,,,,755343.0
pytest-randomly,,,,,,,,,,753105.0
sqlalchemy2-stubs,,,,,,,,,,752336.0
clickhouse-sqlalchemy,,,,,,,,,,750156.0
hdbcli,,,,,,,,,,749470.0
easyprocess,,,,,,,,,,749470.0
splunk-sdk,,,,,,,,,,749294.0
pdfkit,,,,,,,,,,748035.0
pastel,,,,,,,,,,747250.0
signalfx,,,,,,,,,,746802.0
types-paramiko,,,,,,,,,,745013.0
ratelimiter,,,,,,,,,,744570.0
singer-python,,,,,,,,,,744238.0
pandera,,,,,,,,,,743478.0
android-backup,,,,,,,,,,742960.0
rfc3987,,,,,,,,,,742100.0
types-mock,,,,,,,,,,741612.0
cloudformation-cli-typescript-plugin,,,,,,,,,,741386.0
pytest-sugar,,,,,,,,,,741242.0
uritools,,,,,,,,,,740316.0
cloudformation-cli-go-plugin,,,,,,,,,,739703.0
cloudformation-cli-python-plugin,,,,,,,,,,739579.0
aws-cdk-asset-node-proxy-agent-v5,,,,,,,,,,739500.0
distribute,,,,,,,,,,739192.0
eth-rlp,,,,,,,,,,738877.0
motor,,,,,,,,,,738290.0
scikit-build,,,,,,,,,,736738.0
aws-cdk-lib,,,,,,,,,,736335.0
filetype,,,,,,,,,,732400.0
imblearn,,,,,,,,,,732399.0
cleanco,,,,,,,,,,731864.0
pattern,,,,,,,,,,731330.0
python-pam,,,,,,,,,,729994.0
aws-cdk-aws-lambda-python-alpha,,,,,,,,,,728923.0
python-arango,,,,,,,,,,728651.0
rlp,,,,,,,,,,728427.0
country-converter,,,,,,,,,,728030.0
open-clip-torch,,,,,,,,,,727940.0
halo,,,,,,,,,,726832.0
dominate,,,,,,,,,,726187.0
pystache,,,,,,,,,,724682.0
o365,,,,,,,,,,724521.0
recommonmark,,,,,,,,,,724405.0
webargs,,,,,,,,,,723867.0
base58,,,,,,,,,,721508.0
cyclonedx-python-lib,,,,,,,,,,720464.0
install,,,,,,,,,,720429.0
gcs-oauth2-boto-plugin,,,,,,,,,,716434.0
cairosvg,,,,,,,,,,716346.0
crccheck,,,,,,,,,,713790.0
lark-parser,,,,,,,,,,712550.0
eth-keys,,,,,,,,,,710653.0
clikit,,,,,,,,,,709801.0
blackduck,,,,,,,,,,709258.0
dbt-bigquery,,,,,,,,,,708332.0
mypy-boto3-cloudformation,,,,,,,,,,708023.0
conan,,,,,,,,,,707456.0
ccxt,,,,,,,,,,707270.0
tfx-bsl,,,,,,,,,,707039.0
pex,,,,,,,,,,706166.0
pulumi,,,,,,,,,,704341.0
qpd,,,,,,,,,,703419.0
retry-decorator,,,,,,,,,,703300.0
tensorflow-cpu,,,,,,,,,,703254.0
apache-airflow-backport-providers-amazon,,,,,,,,,,702106.0
pyfakefs,,,,,,,,,,698386.0
datadog-logger,,,,,,,,,,698287.0
google-reauth,,,,,,,,,,698211.0
django-stubs,,,,,,,,,,697719.0
graypy,,,,,,,,,,697021.0
jenkinsapi,,,,,,,,,,696514.0
evaluate,,,,,,,,,,695426.0
pyhumps,,,,,,,,,,695360.0
eth-keyfile,,,,,,,,,,692644.0
smartsheet-python-sdk,,,,,,,,,,692166.0
sktime,,,,,,,,,,689670.0
safety,,,,,,,,,,688882.0
lizard,,,,,,,,,,687980.0
micloud,,,,,,,,,,685451.0
xmodem,,,,,,,,,,685212.0
aiormq,,,,,,,,,,685104.0
validate-email,,,,,,,,,,683908.0
aio-pika,,,,,,,,,,683647.0
shareplum,,,,,,,,,,683539.0
environs,,,,,,,,,,679983.0
elastic-apm,,,,,,,,,,679944.0
